32 29.8659
48 45.37
64 59.1989
96 97.1044
128 118.312
192 182.598
256 253.457
384 367.868
512 452.248
768 584.868
1024 529.987
1536 1366.7
2048 1693.39
3072 2580.91
4096 3789.95
6144 5239.35
8192 6151.14
12288 7936.23
16384 8811.13
24576 9963.42
32768 10112.9
49152 10634.4
65536 10935.9
98304 11200.6
131072 11418.2
196608 11521.6
262144 11539.6
393216 11604.8
524288 11666.3
